project,run_id,run_name,created_at,sample_id,metric,value
RLMs-Task7,bgbaffof,clear-deluge-7,2026-04-19T12:12:58Z,0,precision,0.7936507936507936
RLMs-Task7,bgbaffof,clear-deluge-7,2026-04-19T12:12:58Z,0,recall,1.0
RLMs-Task7,bgbaffof,clear-deluge-7,2026-04-19T12:12:58Z,0,f1,0.8849557522123894
RLMs-Task7,bgbaffof,clear-deluge-7,2026-04-19T12:12:58Z,1,precision,0.125
RLMs-Task7,bgbaffof,clear-deluge-7,2026-04-19T12:12:58Z,1,recall,0.20987654320987653
RLMs-Task7,bgbaffof,clear-deluge-7,2026-04-19T12:12:58Z,1,f1,0.15668202764976957
RLMs-Task7,bgbaffof,clear-deluge-7,2026-04-19T12:12:58Z,2,precision,1.0
RLMs-Task7,bgbaffof,clear-deluge-7,2026-04-19T12:12:58Z,2,recall,0.9405099150141644
RLMs-Task7,bgbaffof,clear-deluge-7,2026-04-19T12:12:58Z,2,f1,0.9693430656934306
RLMs-Task7,bgbaffof,clear-deluge-7,2026-04-19T12:12:58Z,3,precision,0.0
RLMs-Task7,bgbaffof,clear-deluge-7,2026-04-19T12:12:58Z,3,recall,0.0
RLMs-Task7,bgbaffof,clear-deluge-7,2026-04-19T12:12:58Z,3,f1,0.0
RLMs-Task7,bgbaffof,clear-deluge-7,2026-04-19T12:12:58Z,4,precision,1.0
RLMs-Task7,bgbaffof,clear-deluge-7,2026-04-19T12:12:58Z,4,recall,1.0
RLMs-Task7,bgbaffof,clear-deluge-7,2026-04-19T12:12:58Z,4,f1,1.0
RLMs-Task7,bgbaffof,clear-deluge-7,2026-04-19T12:12:58Z,5,precision,1.0
RLMs-Task7,bgbaffof,clear-deluge-7,2026-04-19T12:12:58Z,5,recall,1.0
RLMs-Task7,bgbaffof,clear-deluge-7,2026-04-19T12:12:58Z,5,f1,1.0
RLMs-Task7,9hkelzlr,upbeat-snowball-6,2026-04-19T11:50:18Z,0,precision,0.2608695652173913
RLMs-Task7,9hkelzlr,upbeat-snowball-6,2026-04-19T11:50:18Z,0,recall,0.84
RLMs-Task7,9hkelzlr,upbeat-snowball-6,2026-04-19T11:50:18Z,0,f1,0.3981042654028436
RLMs-Task7,9hkelzlr,upbeat-snowball-6,2026-04-19T11:50:18Z,1,precision,0.9204545454545454
RLMs-Task7,9hkelzlr,upbeat-snowball-6,2026-04-19T11:50:18Z,1,recall,1.0
RLMs-Task7,9hkelzlr,upbeat-snowball-6,2026-04-19T11:50:18Z,1,f1,0.9585798816568049
RLMs-Task7,9hkelzlr,upbeat-snowball-6,2026-04-19T11:50:18Z,2,precision,1.0
RLMs-Task7,9hkelzlr,upbeat-snowball-6,2026-04-19T11:50:18Z,2,recall,1.0
RLMs-Task7,9hkelzlr,upbeat-snowball-6,2026-04-19T11:50:18Z,2,f1,1.0
RLMs-Task7,9hkelzlr,upbeat-snowball-6,2026-04-19T11:50:18Z,3,precision,0.0
RLMs-Task7,9hkelzlr,upbeat-snowball-6,2026-04-19T11:50:18Z,3,recall,0.0
RLMs-Task7,9hkelzlr,upbeat-snowball-6,2026-04-19T11:50:18Z,3,f1,0.0
RLMs-Task7,9hkelzlr,upbeat-snowball-6,2026-04-19T11:50:18Z,4,precision,1.0
RLMs-Task7,9hkelzlr,upbeat-snowball-6,2026-04-19T11:50:18Z,4,recall,0.9859154929577464
RLMs-Task7,9hkelzlr,upbeat-snowball-6,2026-04-19T11:50:18Z,4,f1,0.9929078014184396
RLMs-Task7,9hkelzlr,upbeat-snowball-6,2026-04-19T11:50:18Z,5,precision,1.0
RLMs-Task7,9hkelzlr,upbeat-snowball-6,2026-04-19T11:50:18Z,5,recall,1.0
RLMs-Task7,9hkelzlr,upbeat-snowball-6,2026-04-19T11:50:18Z,5,f1,1.0
RLMs-Task7,xlzpixtu,different-waterfall-5,2026-04-13T12:23:47Z,0,precision,1.0
RLMs-Task7,xlzpixtu,different-waterfall-5,2026-04-13T12:23:47Z,0,recall,0.56
RLMs-Task7,xlzpixtu,different-waterfall-5,2026-04-13T12:23:47Z,0,f1,0.717948717948718
RLMs-Task7,xlzpixtu,different-waterfall-5,2026-04-13T12:23:47Z,1,precision,0.0
RLMs-Task7,xlzpixtu,different-waterfall-5,2026-04-13T12:23:47Z,1,recall,0.0
RLMs-Task7,xlzpixtu,different-waterfall-5,2026-04-13T12:23:47Z,1,f1,0.0
RLMs-Task7,xlzpixtu,different-waterfall-5,2026-04-13T12:23:47Z,2,precision,1.0
RLMs-Task7,xlzpixtu,different-waterfall-5,2026-04-13T12:23:47Z,2,recall,1.0
RLMs-Task7,xlzpixtu,different-waterfall-5,2026-04-13T12:23:47Z,2,f1,1.0
RLMs-Task7,xlzpixtu,different-waterfall-5,2026-04-13T12:23:47Z,3,precision,0.0
RLMs-Task7,xlzpixtu,different-waterfall-5,2026-04-13T12:23:47Z,3,recall,0.0
RLMs-Task7,xlzpixtu,different-waterfall-5,2026-04-13T12:23:47Z,3,f1,0.0
RLMs-Task7,xlzpixtu,different-waterfall-5,2026-04-13T12:23:47Z,4,precision,1.0
RLMs-Task7,xlzpixtu,different-waterfall-5,2026-04-13T12:23:47Z,4,recall,0.971830985915493
RLMs-Task7,xlzpixtu,different-waterfall-5,2026-04-13T12:23:47Z,4,f1,0.9857142857142858
RLMs-Task7,xlzpixtu,different-waterfall-5,2026-04-13T12:23:47Z,5,precision,1.0
RLMs-Task7,xlzpixtu,different-waterfall-5,2026-04-13T12:23:47Z,5,recall,1.0
RLMs-Task7,xlzpixtu,different-waterfall-5,2026-04-13T12:23:47Z,5,f1,1.0
RLMs-Task7,bxnz9ctb,eternal-water-4,2026-04-13T11:55:36Z,0,precision,1.0
RLMs-Task7,bxnz9ctb,eternal-water-4,2026-04-13T11:55:36Z,0,recall,0.56
RLMs-Task7,bxnz9ctb,eternal-water-4,2026-04-13T11:55:36Z,0,f1,0.717948717948718
RLMs-Task7,bxnz9ctb,eternal-water-4,2026-04-13T11:55:36Z,1,precision,0.405
RLMs-Task7,bxnz9ctb,eternal-water-4,2026-04-13T11:55:36Z,1,recall,1.0
RLMs-Task7,bxnz9ctb,eternal-water-4,2026-04-13T11:55:36Z,1,f1,0.5765124555160143
RLMs-Task7,bxnz9ctb,eternal-water-4,2026-04-13T11:55:36Z,2,precision,1.0
RLMs-Task7,bxnz9ctb,eternal-water-4,2026-04-13T11:55:36Z,2,recall,0.9490084985835694
RLMs-Task7,bxnz9ctb,eternal-water-4,2026-04-13T11:55:36Z,2,f1,0.9738372093023256
RLMs-Task7,bxnz9ctb,eternal-water-4,2026-04-13T11:55:36Z,3,precision,0.0
RLMs-Task7,bxnz9ctb,eternal-water-4,2026-04-13T11:55:36Z,3,recall,0.0
RLMs-Task7,bxnz9ctb,eternal-water-4,2026-04-13T11:55:36Z,3,f1,0.0
RLMs-Task7,bxnz9ctb,eternal-water-4,2026-04-13T11:55:36Z,4,precision,0.8987341772151899
RLMs-Task7,bxnz9ctb,eternal-water-4,2026-04-13T11:55:36Z,4,recall,1.0
RLMs-Task7,bxnz9ctb,eternal-water-4,2026-04-13T11:55:36Z,4,f1,0.9466666666666668
RLMs-Task7,bxnz9ctb,eternal-water-4,2026-04-13T11:55:36Z,5,precision,1.0
