project,run_id,run_name,created_at,metric,sample_count,mean,std,min,max
RLMs-Task7,bgbaffof,clear-deluge-7,2026-04-19T12:12:58Z,precision,6,0.6531084656084656,0.42548062532581293,0.0,1.0
RLMs-Task7,bgbaffof,clear-deluge-7,2026-04-19T12:12:58Z,recall,6,0.6917310763706734,0.4198523096534651,0.0,1.0
RLMs-Task7,bgbaffof,clear-deluge-7,2026-04-19T12:12:58Z,f1,6,0.6684968075925983,0.4215040588181814,0.0,1.0
RLMs-Task7,9hkelzlr,upbeat-snowball-6,2026-04-19T11:50:18Z,precision,6,0.6968873517786561,0.40852939794059584,0.0,1.0
RLMs-Task7,9hkelzlr,upbeat-snowball-6,2026-04-19T11:50:18Z,recall,6,0.804319248826291,0.36424639898910494,0.0,1.0
RLMs-Task7,9hkelzlr,upbeat-snowball-6,2026-04-19T11:50:18Z,f1,6,0.7249319914130147,0.38945901468628596,0.0,1.0
RLMs-Task7,xlzpixtu,different-waterfall-5,2026-04-13T12:23:47Z,precision,6,0.6666666666666666,0.4714045207910317,0.0,1.0
RLMs-Task7,xlzpixtu,different-waterfall-5,2026-04-13T12:23:47Z,recall,6,0.5886384976525821,0.44329895474599407,0.0,1.0
RLMs-Task7,xlzpixtu,different-waterfall-5,2026-04-13T12:23:47Z,f1,6,0.6172771672771673,0.44738059993982165,0.0,1.0
RLMs-Task7,bxnz9ctb,eternal-water-4,2026-04-13T11:55:36Z,precision,6,0.7172890295358649,0.3839980056240845,0.0,1.0
RLMs-Task7,bxnz9ctb,eternal-water-4,2026-04-13T11:55:36Z,recall,6,0.7515014164305949,0.3709651504298614,0.0,1.0
RLMs-Task7,bxnz9ctb,eternal-water-4,2026-04-13T11:55:36Z,f1,6,0.7024941749056208,0.3491335146499254,0.0,1.0
RLMs-Task7,48tk0op4,dutiful-breeze-3,2026-04-13T11:27:04Z,precision,6,0.7043761638733705,0.42314645633775044,0.0,1.0
RLMs-Task7,48tk0op4,dutiful-breeze-3,2026-04-13T11:27:04Z,recall,6,0.735139914083177,0.3643689604187844,0.0,1.0
RLMs-Task7,48tk0op4,dutiful-breeze-3,2026-04-13T11:27:04Z,f1,6,0.6673716119688732,0.3708220062980202,0.0,0.9857142857142858
