project,run_id,run_name,created_at,metric,sample_count,mean,std,min,max
RLMs-Task6,n8slehmh,apricot-river-24,2026-04-19T11:49:17Z,precision,5,0.4870686906844665,0.4290498904550152,0.0,1.0
RLMs-Task6,n8slehmh,apricot-river-24,2026-04-19T11:49:17Z,recall,5,0.5895209599501325,0.4816507460961403,0.0,1.0
RLMs-Task6,n8slehmh,apricot-river-24,2026-04-19T11:49:17Z,f1,5,0.5228048721972302,0.43882420622488966,0.0,0.9749430523917996
RLMs-Task6,e4lx0ttt,faithful-glitter-23,2026-04-19T11:27:03Z,precision,5,0.6146695423760735,0.46300408459564896,0.0,1.0
RLMs-Task6,e4lx0ttt,faithful-glitter-23,2026-04-19T11:27:03Z,recall,5,0.6490525710520739,0.406723106226885,0.0,1.0
RLMs-Task6,e4lx0ttt,faithful-glitter-23,2026-04-19T11:27:03Z,f1,5,0.5290202680633687,0.40321885832686793,0.0,0.9875346260387812
RLMs-Task6,lhfutsuj,splendid-leaf-20,2026-04-13T08:59:35Z,precision,5,0.5888140353844152,0.4807800723493844,0.0,0.9874015748031496
RLMs-Task6,lhfutsuj,splendid-leaf-20,2026-04-13T08:59:35Z,recall,5,0.5380710612435717,0.4528044218155617,0.0,1.0
RLMs-Task6,lhfutsuj,splendid-leaf-20,2026-04-13T08:59:35Z,f1,5,0.5583886536590705,0.4601610048099976,0.0,0.9906355847778444
RLMs-Task6,ynb4cdjc,giddy-plant-19,2026-04-13T08:36:07Z,precision,5,0.6043509534432853,0.45456104625246035,0.0,1.0
RLMs-Task6,ynb4cdjc,giddy-plant-19,2026-04-13T08:36:07Z,recall,5,0.7460765225066645,0.37416255964525685,0.0,0.9758648431214804
RLMs-Task6,ynb4cdjc,giddy-plant-19,2026-04-13T08:36:07Z,f1,5,0.6102985263152378,0.429316117606055,0.0,0.987583960920008
RLMs-Task6,tdp4v0hs,blooming-totem-18,2026-04-13T08:06:11Z,precision,5,0.2995180500272204,0.39383014904849445,0.0,0.975376196990424
RLMs-Task6,tdp4v0hs,blooming-totem-18,2026-04-13T08:06:11Z,recall,5,0.4,0.4898979485566356,0.0,1.0
RLMs-Task6,tdp4v0hs,blooming-totem-18,2026-04-13T08:06:11Z,f1,5,0.3347317923850142,0.42089532612148034,0.0,0.9875346260387812
