project,run_id,run_name,created_at,sample_id,metric,value
RLMs-Task8,v10c02pi,dainty-energy-10,2026-04-19T13:42:49Z,0,precision,0.0
RLMs-Task8,v10c02pi,dainty-energy-10,2026-04-19T13:42:49Z,0,recall,0.0
RLMs-Task8,v10c02pi,dainty-energy-10,2026-04-19T13:42:49Z,0,f1,0.0
RLMs-Task8,v10c02pi,dainty-energy-10,2026-04-19T13:42:49Z,1,precision,1.0
RLMs-Task8,v10c02pi,dainty-energy-10,2026-04-19T13:42:49Z,1,recall,0.9649717514124294
RLMs-Task8,v10c02pi,dainty-energy-10,2026-04-19T13:42:49Z,1,f1,0.9821736630247268
RLMs-Task8,v10c02pi,dainty-energy-10,2026-04-19T13:42:49Z,2,precision,0.0
RLMs-Task8,v10c02pi,dainty-energy-10,2026-04-19T13:42:49Z,2,recall,0.0
RLMs-Task8,v10c02pi,dainty-energy-10,2026-04-19T13:42:49Z,2,f1,0.0
RLMs-Task8,v10c02pi,dainty-energy-10,2026-04-19T13:42:49Z,3,precision,1.0
RLMs-Task8,v10c02pi,dainty-energy-10,2026-04-19T13:42:49Z,3,recall,0.9879518072289156
RLMs-Task8,v10c02pi,dainty-energy-10,2026-04-19T13:42:49Z,3,f1,0.993939393939394
RLMs-Task8,v8kfv2ky,prime-butterfly-9,2026-04-19T13:24:31Z,0,precision,0.3456079785193709
RLMs-Task8,v8kfv2ky,prime-butterfly-9,2026-04-19T13:24:31Z,0,recall,1.0
RLMs-Task8,v8kfv2ky,prime-butterfly-9,2026-04-19T13:24:31Z,0,f1,0.5136830102622577
RLMs-Task8,v8kfv2ky,prime-butterfly-9,2026-04-19T13:24:31Z,1,precision,0.6556874760628112
RLMs-Task8,v8kfv2ky,prime-butterfly-9,2026-04-19T13:24:31Z,1,recall,0.9672316384180792
RLMs-Task8,v8kfv2ky,prime-butterfly-9,2026-04-19T13:24:31Z,1,f1,0.7815567222095412
RLMs-Task8,v8kfv2ky,prime-butterfly-9,2026-04-19T13:24:31Z,2,precision,0.9951690821256038
RLMs-Task8,v8kfv2ky,prime-butterfly-9,2026-04-19T13:24:31Z,2,recall,0.7686567164179104
RLMs-Task8,v8kfv2ky,prime-butterfly-9,2026-04-19T13:24:31Z,2,f1,0.8673684210526316
RLMs-Task8,v8kfv2ky,prime-butterfly-9,2026-04-19T13:24:31Z,3,precision,0.719059405940594
RLMs-Task8,v8kfv2ky,prime-butterfly-9,2026-04-19T13:24:31Z,3,recall,1.0
RLMs-Task8,v8kfv2ky,prime-butterfly-9,2026-04-19T13:24:31Z,3,f1,0.8365730741540676
RLMs-Task8,1054ukow,stoic-night-8,2026-04-19T12:12:29Z,0,precision,1.0
RLMs-Task8,1054ukow,stoic-night-8,2026-04-19T12:12:29Z,0,recall,1.0
RLMs-Task8,1054ukow,stoic-night-8,2026-04-19T12:12:29Z,0,f1,1.0
RLMs-Task8,1054ukow,stoic-night-8,2026-04-19T12:12:29Z,1,precision,1.0
RLMs-Task8,1054ukow,stoic-night-8,2026-04-19T12:12:29Z,1,recall,0.9649717514124294
RLMs-Task8,1054ukow,stoic-night-8,2026-04-19T12:12:29Z,1,f1,0.9821736630247268
RLMs-Task8,1054ukow,stoic-night-8,2026-04-19T12:12:29Z,2,precision,0.9840764331210192
RLMs-Task8,1054ukow,stoic-night-8,2026-04-19T12:12:29Z,2,recall,0.7686567164179104
RLMs-Task8,1054ukow,stoic-night-8,2026-04-19T12:12:29Z,2,f1,0.8631284916201117
RLMs-Task8,1054ukow,stoic-night-8,2026-04-19T12:12:29Z,3,precision,0.717283950617284
