study,arm,model,model_label,context,condition,tier,task,repetition,question_count,status,f1,score_available,original_f1,score_correction_status,ground_truth_version,calls,cost_usd,input_tokens,output_tokens,total_tokens,latency_seconds,tool_time_seconds,process_wall_time_seconds,peak_combined_memory_mib,run_id,result_updated_at,sources
matched_cardinality,matched-provisional,RCP-AIaaS/Qwen/Qwen3.5-397B-A17B,Qwen 3.5,100,scale-x100-k1,1,tier1/task1,1,10,succeeded,1.0,True,1.0,not_affected,rxnhaystack-human-1.6.0,70,0.23628552999999997,544929,22748,567677,629.9233348648995,0.014466026797890663,653.5650150123984,390.62109375,matched-qwen3.5-397b-tier1-task1-scale-x100-k1-r01,2026-09-19T20:06:46.984135+00:00,jed25-qwen-matched-openrouter-pilot
matched_cardinality,matched-provisional,RCP-AIaaS/Qwen/Qwen3.5-397B-A17B,Qwen 3.5,100,scale-x100-k1,1,tier1/task1,2,10,succeeded,1.0,True,1.0,not_affected,rxnhaystack-human-1.6.0,86,0.28339165000000005,743155,22386,765541,600.4079471509904,0.015170152299106121,606.8687426359393,389.8203125,matched-qwen3.5-397b-tier1-task1-scale-x100-k1-r02,2026-09-19T20:16:59.702632+00:00,jed25-qwen-matched-openrouter-s1
matched_cardinality,matched-provisional,RCP-AIaaS/Qwen/Qwen3.5-397B-A17B,Qwen 3.5,100,scale-x100-k1,1,tier1/task1,3,10,succeeded,0.9,True,0.9,not_affected,rxnhaystack-human-1.6.0,71,0.25248791000000004,488615,30352,518967,568.720839837566,22.671806877478957,575.6847384124994,392.2109375,matched-qwen3.5-397b-tier1-task1-scale-x100-k1-r03,2026-09-19T20:17:26.196981+00:00,jed25-qwen-matched-openrouter-s2
matched_cardinality,matched-provisional,RCP-AIaaS/Qwen/Qwen3.5-397B-A17B,Qwen 3.5,100,scale-x100-k1,1,tier1/task1,4,10,succeeded,0.9,True,0.9,not_affected,rxnhaystack-human-1.6.0,95,0.27340986,705941,26047,731988,565.704798379913,0.02746758423745632,630.6688519474119,388.3828125,matched-qwen3.5-397b-tier1-task1-scale-x100-k1-r04,2026-09-19T22:44:17.176410+00:00,jed25-qwen-matched-openrouter-s3;jed25-r2-qwen-matched-openrouter-repair1
matched_cardinality,matched-provisional,RCP-AIaaS/Qwen/Qwen3.5-397B-A17B,Qwen 3.5,100,scale-x100-k1,1,tier1/task1,5,10,succeeded,1.0,True,1.0,not_affected,rxnhaystack-human-1.6.0,67,0.22071835,430713,28422,459135,675.3351657139137,161.24823929462582,681.8574927998707,393.37890625,matched-qwen3.5-397b-tier1-task1-scale-x100-k1-r05,2026-09-19T20:18:17.227884+00:00,jed25-qwen-matched-openrouter-s4
matched_cardinality,matched-provisional,RCP-AIaaS/Qwen/Qwen3.5-397B-A17B,Qwen 3.5,500,scale-x500-k1,1,tier1/task1,1,10,succeeded,1.0,True,1.0,not_affected,rxnhaystack-human-1.6.0,73,0.20064087,466341,20125,486466,485.511421576608,0.01883932901546359,489.0713688940741,385.61328125,matched-qwen3.5-397b-tier1-task1-scale-x500-k1-r01,2026-09-19T20:25:09.654318+00:00,jed25-qwen-matched-openrouter-s1
matched_cardinality,matched-provisional,RCP-AIaaS/Qwen/Qwen3.5-397B-A17B,Qwen 3.5,500,scale-x500-k1,1,tier1/task1,2,10,succeeded,1.0,True,1.0,not_affected,rxnhaystack-human-1.6.0,72,0.24084441,489562,28666,518228,798.2353684324771,113.70109583996236,885.2512029763311,382.38671875,matched-qwen3.5-397b-tier1-task1-scale-x500-k1-r02,2026-09-19T20:32:19.562532+00:00,jed25-qwen-matched-openrouter-s2
matched_cardinality,matched-provisional,RCP-AIaaS/Qwen/Qwen3.5-397B-A17B,Qwen 3.5,500,scale-x500-k1,1,tier1/task1,3,10,succeeded,1.0,True,1.0,not_affected,rxnhaystack-human-1.6.0,85,0.25184850000000003,576548,25801,602349,532.3626390136778,0.027896729297935963,536.3564956625924,381.3828125,matched-qwen3.5-397b-tier1-task1-scale-x500-k1-r03,2026-09-19T20:18:47.954147+00:00,jed25-qwen-matched-openrouter-s3
matched_cardinality,matched-provisional,RCP-AIaaS/Qwen/Qwen3.5-397B-A17B,Qwen 3.5,500,scale-x500-k1,1,tier1/task1,4,10,succeeded,1.0,True,1.0,not_affected,rxnhaystack-human-1.6.0,67,0.17824558,413772,18947,432719,584.7307006772608,0.021260096691548824,588.8975580269471,380.94140625,matched-qwen3.5-397b-tier1-task1-scale-x500-k1-r04,2026-09-19T20:28:40.724522+00:00,jed25-qwen-matched-openrouter-s4
matched_cardinality,matched-provisional,RCP-AIaaS/Qwen/Qwen3.5-397B-A17B,Qwen 3.5,500,scale-x500-k1,1,tier1/task1,5,10,succeeded,1.0,True,1.0,not_affected,rxnhaystack-human-1.6.0,77,0.30498044999999996,504965,51381,556346,788.8671329831704,206.35028371959925,792.397505399771,381.9296875,matched-qwen3.5-397b-tier1-task1-scale-x500-k1-r05,2026-09-19T20:38:22.894559+00:00,jed25-qwen-matched-openrouter-s1
matched_cardinality,matched-provisional,RCP-AIaaS/Qwen/Qwen3.5-397B-A17B,Qwen 3.5,5000,scale-x5000-k1,1,tier1/task1,1,10,succeeded,1.0,True,1.0,not_affected,rxnhaystack-human-1.6.0,72,0.23736980999999996,469838,24438,494276,554.4755233433098,0.0699712336063385,559.2967591546476,385.22265625,matched-qwen3.5-397b-tier1-task1-scale-x5000-k1-r01,2026-09-19T20:41:41.010765+00:00,jed25-qwen-matched-openrouter-s2
matched_cardinality,matched-provisional,RCP-AIaaS/Qwen/Qwen3.5-397B-A17B,Qwen 3.5,5000,scale-x5000-k1,1,tier1/task1,2,10,succeeded,1.0,True,1.0,not_affected,rxnhaystack-human-1.6.0,73,0.2620915,486515,24820,511335,415.2086016125977,0.09272356145083904,422.2859312649816,398.28125,matched-qwen3.5-397b-tier1-task1-scale-x5000-k1-r02,2026-09-19T22:38:27.294797+00:00,jed25-qwen-matched-openrouter-s3;jed25-r2-qwen-matched-openrouter-repair2
matched_cardinality,matched-provisional,RCP-AIaaS/Qwen/Qwen3.5-397B-A17B,Qwen 3.5,5000,scale-x5000-k1,1,tier1/task1,3,10,succeeded,1.0,True,1.0,not_affected,rxnhaystack-human-1.6.0,65,0.18531837,377444,21421,398865,638.3653393136337,0.06510408222675323,736.288664936088,393.36328125,matched-qwen3.5-397b-tier1-task1-scale-x5000-k1-r03,2026-09-19T20:41:17.159669+00:00,jed25-qwen-matched-openrouter-s4
matched_cardinality,matched-provisional,RCP-AIaaS/Qwen/Qwen3.5-397B-A17B,Qwen 3.5,5000,scale-x5000-k1,1,tier1/task1,4,10,succeeded,1.0,True,1.0,not_affected,rxnhaystack-human-1.6.0,70,0.23397017,419232,22594,441826,490.08833909779787,0.05048463074490428,493.45087635470554,393.6796875,matched-qwen3.5-397b-tier1-task1-scale-x5000-k1-r04,2026-09-19T20:46:37.183602+00:00,jed25-qwen-matched-openrouter-s1
matched_cardinality,matched-provisional,RCP-AIaaS/Qwen/Qwen3.5-397B-A17B,Qwen 3.5,5000,scale-x5000-k1,1,tier1/task1,5,10,succeeded,1.0,True,1.0,not_affected,rxnhaystack-human-1.6.0,91,0.28136451999999995,611735,30792,642527,893.1161419134587,0.06091325543820858,896.7569454759359,388.82421875,matched-qwen3.5-397b-tier1-task1-scale-x5000-k1-r05,2026-09-19T20:57:20.510570+00:00,jed25-qwen-matched-openrouter-s2
matched_cardinality,matched-provisional,RCP-AIaaS/Qwen/Qwen3.5-397B-A17B,Qwen 3.5,50000,scale-x50000-k1,1,tier1/task1,1,10,succeeded,0.9,True,0.9,not_affected,rxnhaystack-human-1.6.0,70,0.22594686000000003,413044,26246,439290,714.2901386190206,0.5552191138267517,718.0956309353933,444.85546875,matched-qwen3.5-397b-tier1-task1-scale-x50000-k1-r01,2026-09-19T20:32:31.310610+00:00,jed25-qwen-matched-openrouter-s3
matched_cardinality,matched-provisional,RCP-AIaaS/Qwen/Qwen3.5-397B-A17B,Qwen 3.5,50000,scale-x50000-k1,1,tier1/task1,2,10,succeeded,1.0,True,1.0,not_affected,rxnhaystack-human-1.6.0,79,0.28031321,582078,27569,609647,555.9613985307515,0.7705351887270808,595.2728514717892,454.46875,matched-qwen3.5-397b-tier1-task1-scale-x50000-k1-r02,2026-09-19T20:51:13.434226+00:00,jed25-qwen-matched-openrouter-s4
matched_cardinality,matched-provisional,RCP-AIaaS/Qwen/Qwen3.5-397B-A17B,Qwen 3.5,50000,scale-x50000-k1,1,tier1/task1,3,10,succeeded,1.0,True,1.0,not_affected,rxnhaystack-human-1.6.0,84,0.28335433,608780,30335,639115,871.6137633537874,0.2774223699234426,875.2881841468625,446.06640625,matched-qwen3.5-397b-tier1-task1-scale-x50000-k1-r03,2026-09-19T21:01:13.266025+00:00,jed25-qwen-matched-openrouter-s1
matched_cardinality,matched-provisional,RCP-AIaaS/Qwen/Qwen3.5-397B-A17B,Qwen 3.5,50000,scale-x50000-k1,1,tier1/task1,4,10,succeeded,1.0,True,1.0,not_affected,rxnhaystack-human-1.6.0,83,,441691,26042,467733,804.8769039995968,42.682772321626544,,,matched-qwen3.5-397b-tier1-task1-scale-x50000-k1-r04,2026-09-19T22:20:49.448848+00:00,jed25-qwen-matched-openrouter-s2
matched_cardinality,matched-provisional,RCP-AIaaS/Qwen/Qwen3.5-397B-A17B,Qwen 3.5,50000,scale-x50000-k1,1,tier1/task1,5,10,succeeded,1.0,True,1.0,not_affected,rxnhaystack-human-1.6.0,68,0.23282672,443584,25758,469342,566.9068466918543,0.39509983640164137,612.664253228344,457.10546875,matched-qwen3.5-397b-tier1-task1-scale-x50000-k1-r05,2026-09-19T20:42:45.798603+00:00,jed25-qwen-matched-openrouter-s3
matched_cardinality,matched-provisional,RCP-AIaaS/Qwen/Qwen3.5-397B-A17B,Qwen 3.5,full,scale-xfull-k1,1,tier1/task1,1,10,succeeded,1.0,True,1.0,not_affected,rxnhaystack-human-1.6.0,67,0.19630416,387495,22794,410289,1175.0041957870126,0.9633008874952793,1229.6933592353016,555.41015625,matched-qwen3.5-397b-tier1-task1-scale-xfull-k1-r01,2026-09-19T21:11:45.360514+00:00,jed25-qwen-matched-openrouter-s4
matched_cardinality,matched-provisional,RCP-AIaaS/Qwen/Qwen3.5-397B-A17B,Qwen 3.5,full,scale-xfull-k1,1,tier1/task1,2,10,succeeded,1.0,True,1.0,not_affected,rxnhaystack-human-1.6.0,73,0.21982195999999998,497335,21639,518974,1472.417426991742,0.7759585659950972,1500.4838319183327,538.13671875,matched-qwen3.5-397b-tier1-task1-scale-xfull-k1-r02,2026-09-19T21:26:14.595877+00:00,jed25-qwen-matched-openrouter-s1
matched_cardinality,matched-provisional,RCP-AIaaS/Qwen/Qwen3.5-397B-A17B,Qwen 3.5,full,scale-xfull-k1,1,tier1/task1,3,10,succeeded,1.0,True,1.0,not_affected,rxnhaystack-human-1.6.0,68,0.19987425000000003,448713,22132,470845,2180.8297931794077,1.002217011526227,2220.8032633718103,572.359375,matched-qwen3.5-397b-tier1-task1-scale-xfull-k1-r03,2026-09-19T21:49:24.231476+00:00,jed25-qwen-matched-openrouter-s2
matched_cardinality,matched-provisional,RCP-AIaaS/Qwen/Qwen3.5-397B-A17B,Qwen 3.5,full,scale-xfull-k1,1,tier1/task1,4,10,succeeded,1.0,True,1.0,not_affected,rxnhaystack-human-1.6.0,98,,509724,27318,537042,1200.328975358978,30.40522218402475,,,matched-qwen3.5-397b-tier1-task1-scale-xfull-k1-r04,2026-09-19T22:22:00.303195+00:00,jed25-qwen-matched-openrouter-s3
matched_cardinality,matched-provisional,RCP-AIaaS/Qwen/Qwen3.5-397B-A17B,Qwen 3.5,full,scale-xfull-k1,1,tier1/task1,5,10,succeeded,1.0,True,1.0,not_affected,rxnhaystack-human-1.6.0,71,0.20059765,424289,23080,447369,2054.2245538076386,0.9394770031794906,2104.424450906925,574.5390625,matched-qwen3.5-397b-tier1-task1-scale-xfull-k1-r05,2026-09-19T21:48:42.678686+00:00,jed25-qwen-matched-openrouter-s4
matched_cardinality,matched-provisional,RCP-AIaaS/Qwen/Qwen3.5-397B-A17B,Qwen 3.5,5000,cardinality-x5000-k20,2,tier2/task2,1,6,succeeded,1.0,True,1.0,not_affected,rxnhaystack-human-1.6.0,53,0.21905502,440783,23617,464400,523.0187332350761,9.909076573327184,531.8192841205746,408.2578125,matched-qwen3.5-397b-tier2-task2-cardinality-x5000-k20-r01,2026-09-19T22:40:16.822260+00:00,jed25-qwen-matched-openrouter-s1;jed25-r2-qwen-matched-openrouter-repair3
matched_cardinality,matched-provisional,RCP-AIaaS/Qwen/Qwen3.5-397B-A17B,Qwen 3.5,5000,cardinality-x5000-k20,2,tier2/task2,2,6,succeeded,0.9722222222222222,True,0.9722222222222222,not_affected,rxnhaystack-human-1.6.0,79,0.29477874000000004,710001,29749,739750,703.5619371738285,8.271267883479595,822.803857985884,414.97265625,matched-qwen3.5-397b-tier2-task2-cardinality-x5000-k20-r02,2026-09-19T22:46:38.315684+00:00,jed25-qwen-matched-openrouter-s2;jed25-r2-qwen-matched-openrouter-repair4
matched_cardinality,matched-provisional,RCP-AIaaS/Qwen/Qwen3.5-397B-A17B,Qwen 3.5,5000,cardinality-x5000-k20,2,tier2/task2,3,6,succeeded,1.0,True,1.0,not_affected,rxnhaystack-human-1.6.0,53,0.22666719,447046,23806,470852,903.0151106258854,9.84521615691483,932.3467889903113,410.40234375,matched-qwen3.5-397b-tier2-task2-cardinality-x5000-k20-r03,2026-09-19T21:21:39.959856+00:00,jed25-qwen-matched-openrouter-s3
matched_cardinality,matched-provisional,RCP-AIaaS/Qwen/Qwen3.5-397B-A17B,Qwen 3.5,5000,cardinality-x5000-k20,2,tier2/task2,4,6,succeeded,0.8333333333333334,True,0.8333333333333334,not_affected,rxnhaystack-human-1.6.0,49,0.17812014,357249,20464,377713,484.6834466215223,8.271123507991433,547.8706730268896,401.66015625,matched-qwen3.5-397b-tier2-task2-cardinality-x5000-k20-r04,2026-09-19T22:55:13.214731+00:00,jed25-qwen-matched-openrouter-s4;jed25-r2-qwen-matched-openrouter-repair1
matched_cardinality,matched-provisional,RCP-AIaaS/Qwen/Qwen3.5-397B-A17B,Qwen 3.5,5000,cardinality-x5000-k20,2,tier2/task2,5,6,succeeded,0.9920634920634921,True,0.9920634920634921,not_affected,rxnhaystack-human-1.6.0,73,0.28587040999999996,626085,33341,659426,740.5823897626251,9.551173567771912,909.6835977714509,417.0078125,matched-qwen3.5-397b-tier2-task2-cardinality-x5000-k20-r05,2026-09-19T22:55:15.963211+00:00,jed25-qwen-matched-openrouter-s1;jed25-r2-qwen-matched-openrouter-repair2
matched_cardinality,matched-provisional,RCP-AIaaS/Qwen/Qwen3.5-397B-A17B,Qwen 3.5,5000,cardinality-x5000-k5,2,tier2/task2,1,6,succeeded,0.9722222222222222,True,0.9722222222222222,not_affected,rxnhaystack-human-1.6.0,162,0.55077484,1446120,54955,1501075,1390.0972208306193,8.296256508678198,1459.70200538449,407.0703125,matched-qwen3.5-397b-tier2-task2-cardinality-x5000-k5-r01,2026-09-19T23:04:38.641229+00:00,jed25-qwen-matched-openrouter-s2;jed25-r2-qwen-matched-openrouter-repair3
matched_cardinality,matched-provisional,RCP-AIaaS/Qwen/Qwen3.5-397B-A17B,Qwen 3.5,5000,cardinality-x5000-k5,2,tier2/task2,2,6,succeeded,1.0,True,1.0,not_affected,rxnhaystack-human-1.6.0,60,0.22394255,475296,26468,501764,1892.6595149431378,11.224176284857094,1973.470288330689,415.82421875,matched-qwen3.5-397b-tier2-task2-cardinality-x5000-k5-r02,2026-09-19T21:55:54.755783+00:00,jed25-qwen-matched-openrouter-s3
matched_cardinality,matched-provisional,RCP-AIaaS/Qwen/Qwen3.5-397B-A17B,Qwen 3.5,5000,cardinality-x5000-k5,2,tier2/task2,3,6,succeeded,0.9848484848484849,True,0.9848484848484849,not_affected,rxnhaystack-human-1.6.0,162,0.6403018600000001,1736968,62526,1799494,1602.2070816494524,8.094187749549747,1761.8726681396365,422.74609375,matched-qwen3.5-397b-tier2-task2-cardinality-x5000-k5-r03,2026-09-19T23:16:44.874098+00:00,jed25-r2-qwen-matched-openrouter-repair4
matched_cardinality,matched-provisional,RCP-AIaaS/Qwen/Qwen3.5-397B-A17B,Qwen 3.5,5000,cardinality-x5000-k5,2,tier2/task2,4,6,succeeded,0.9848484848484849,True,0.9848484848484849,not_affected,rxnhaystack-human-1.6.0,139,0.5161508,1388200,50691,1438891,1370.6821274925023,12.699520444497466,1432.7590645011514,412.3125,matched-qwen3.5-397b-tier2-task2-cardinality-x5000-k5-r04,2026-09-19T23:19:53.155728+00:00,jed25-qwen-matched-openrouter-s1;jed25-r2-qwen-matched-openrouter-repair1
matched_cardinality,matched-provisional,RCP-AIaaS/Qwen/Qwen3.5-397B-A17B,Qwen 3.5,5000,cardinality-x5000-k5,2,tier2/task2,5,6,succeeded,1.0,True,1.0,not_affected,rxnhaystack-human-1.6.0,137,0.5397331200000001,1360728,59751,1420479,1428.3883300554007,10.779723580926657,1474.1895389072597,405.34765625,matched-qwen3.5-397b-tier2-task2-cardinality-x5000-k5-r05,2026-09-19T23:21:29.182099+00:00,jed25-r2-qwen-matched-openrouter-repair2
matched_cardinality,matched-provisional,RCP-AIaaS/Qwen/Qwen3.5-397B-A17B,Qwen 3.5,100,scale-x100-k1,2,tier2/task2,1,6,succeeded,1.0,True,1.0,not_affected,rxnhaystack-human-1.6.0,75,0.34802025000000003,827228,32103,859331,876.0491029545665,0.32328260503709316,921.1052378155291,399.0,matched-qwen3.5-397b-tier2-task2-scale-x100-k1-r01,2026-09-19T23:21:30.901909+00:00,jed25-qwen-matched-openrouter-s3;jed25-r2-qwen-matched-openrouter-repair3
matched_cardinality,matched-provisional,RCP-AIaaS/Qwen/Qwen3.5-397B-A17B,Qwen 3.5,100,scale-x100-k1,2,tier2/task2,2,6,succeeded,1.0,True,1.0,not_affected,rxnhaystack-human-1.6.0,60,0.28771255,593053,22535,615588,494.03435631096363,0.29046473279595375,537.9152469113469,401.05078125,matched-qwen3.5-397b-tier2-task2-scale-x100-k1-r02,2026-09-19T23:26:21.325553+00:00,jed25-r2-qwen-matched-openrouter-repair4
matched_cardinality,matched-provisional,RCP-AIaaS/Qwen/Qwen3.5-397B-A17B,Qwen 3.5,100,scale-x100-k1,2,tier2/task2,3,6,succeeded,1.0,True,1.0,not_affected,rxnhaystack-human-1.6.0,52,0.22313576999999998,451646,21575,473221,656.3401845153421,0.28582387045025826,764.1426884569228,403.33203125,matched-qwen3.5-397b-tier2-task2-scale-x100-k1-r03,2026-09-19T23:33:35.493625+00:00,jed25-qwen-matched-openrouter-s1;jed25-r2-qwen-matched-openrouter-repair1
matched_cardinality,matched-provisional,RCP-AIaaS/Qwen/Qwen3.5-397B-A17B,Qwen 3.5,100,scale-x100-k1,2,tier2/task2,4,6,succeeded,1.0,True,1.0,not_affected,rxnhaystack-human-1.6.0,58,0.28426854,691524,24490,716014,779.4298139046878,0.38179947063326836,815.9411903936416,398.05859375,matched-qwen3.5-397b-tier2-task2-scale-x100-k1-r04,2026-09-19T23:35:25.526617+00:00,jed25-r2-qwen-matched-openrouter-repair2
matched_cardinality,matched-provisional,RCP-AIaaS/Qwen/Qwen3.5-397B-A17B,Qwen 3.5,100,scale-x100-k1,2,tier2/task2,5,6,succeeded,1.0,True,1.0,not_affected,rxnhaystack-human-1.6.0,51,0.24985974,598216,20610,618826,702.0004480239004,0.28891383670270443,802.221038363874,401.0234375,matched-qwen3.5-397b-tier2-task2-scale-x100-k1-r05,2026-09-19T23:34:53.805792+00:00,jed25-qwen-matched-openrouter-s3;jed25-r2-qwen-matched-openrouter-repair3
matched_cardinality,matched-provisional,RCP-AIaaS/Qwen/Qwen3.5-397B-A17B,Qwen 3.5,500,scale-x500-k1,2,tier2/task2,1,6,succeeded,1.0,True,1.0,not_affected,rxnhaystack-human-1.6.0,62,0.25223431,542135,26727,568862,478.7815936990082,1.665100945159793,521.6658097170293,401.2265625,matched-qwen3.5-397b-tier2-task2-scale-x500-k1-r01,2026-09-19T23:37:05.319031+00:00,jed25-r2-qwen-matched-openrouter-repair4
matched_cardinality,matched-provisional,RCP-AIaaS/Qwen/Qwen3.5-397B-A17B,Qwen 3.5,500,scale-x500-k1,2,tier2/task2,2,6,succeeded,1.0,True,1.0,not_affected,rxnhaystack-human-1.6.0,57,0.22179625999999997,463747,24410,488157,383.32205621898174,1.4565180093050003,390.304895542562,392.12109375,matched-qwen3.5-397b-tier2-task2-scale-x500-k1-r02,2026-09-19T23:40:08.500889+00:00,jed25-r2-qwen-matched-openrouter-repair1
matched_cardinality,matched-provisional,RCP-AIaaS/Qwen/Qwen3.5-397B-A17B,Qwen 3.5,500,scale-x500-k1,2,tier2/task2,3,6,succeeded,1.0,True,1.0,not_affected,rxnhaystack-human-1.6.0,53,0.22436273,456678,24417,481095,386.4040426630527,1.6507130060344934,453.1226097457111,391.765625,matched-qwen3.5-397b-tier2-task2-scale-x500-k1-r03,2026-09-19T23:43:52.753473+00:00,jed25-r2-qwen-matched-openrouter-repair2
matched_cardinality,matched-provisional,RCP-AIaaS/Qwen/Qwen3.5-397B-A17B,Qwen 3.5,500,scale-x500-k1,2,tier2/task2,4,6,succeeded,1.0,True,1.0,not_affected,rxnhaystack-human-1.6.0,66,0.24350524000000004,548155,25782,573937,541.37591515854,1.154399985447526,637.1491752006114,397.2265625,matched-qwen3.5-397b-tier2-task2-scale-x500-k1-r04,2026-09-19T23:46:34.877197+00:00,jed25-r2-qwen-matched-openrouter-repair3
matched_cardinality,matched-provisional,RCP-AIaaS/Qwen/Qwen3.5-397B-A17B,Qwen 3.5,500,scale-x500-k1,2,tier2/task2,5,6,succeeded,1.0,True,1.0,not_affected,rxnhaystack-human-1.6.0,66,0.25424705000000003,584938,25844,610782,560.4272977355868,1.1437735501676798,599.6831313911825,397.37890625,matched-qwen3.5-397b-tier2-task2-scale-x500-k1-r05,2026-09-19T23:48:22.461755+00:00,jed25-r2-qwen-matched-openrouter-repair4
matched_cardinality,matched-provisional,RCP-AIaaS/Qwen/Qwen3.5-397B-A17B,Qwen 3.5,5000,scale-x5000-k1,2,tier2/task2,1,6,succeeded,1.0,True,1.0,not_affected,rxnhaystack-human-1.6.0,54,0.25153726000000004,458061,25274,483335,562.4824229013175,14.422423299401999,611.4967151079327,409.96484375,matched-qwen3.5-397b-tier2-task2-scale-x5000-k1-r01,2026-09-19T23:51:06.643275+00:00,jed25-r2-qwen-matched-openrouter-repair1
matched_cardinality,matched-provisional,RCP-AIaaS/Qwen/Qwen3.5-397B-A17B,Qwen 3.5,5000,scale-x5000-k1,2,tier2/task2,2,6,succeeded,1.0,True,1.0,not_affected,rxnhaystack-human-1.6.0,50,0.22450050000000002,421394,25142,446536,490.7050024177879,14.903565367683768,516.1909385416657,405.29296875,matched-qwen3.5-397b-tier2-task2-scale-x5000-k1-r02,2026-09-19T23:53:29.548031+00:00,jed25-r2-qwen-matched-openrouter-repair2
matched_cardinality,matched-provisional,RCP-AIaaS/Qwen/Qwen3.5-397B-A17B,Qwen 3.5,5000,scale-x5000-k1,2,tier2/task2,3,6,succeeded,1.0,True,1.0,not_affected,rxnhaystack-human-1.6.0,51,0.20245739000000001,394758,22969,417727,387.06209932640195,12.266862832009792,413.525099972263,406.30859375,matched-qwen3.5-397b-tier2-task2-scale-x5000-k1-r03,2026-09-19T23:53:29.245720+00:00,jed25-r2-qwen-matched-openrouter-repair3
matched_cardinality,matched-provisional,RCP-AIaaS/Qwen/Qwen3.5-397B-A17B,Qwen 3.5,5000,scale-x5000-k1,2,tier2/task2,4,6,succeeded,1.0,True,1.0,not_affected,rxnhaystack-human-1.6.0,43,0.1598554,293678,19395,313073,305.60255099087954,9.526405166834593,371.60918586328626,401.50390625,matched-qwen3.5-397b-tier2-task2-scale-x5000-k1-r04,2026-09-19T23:56:27.271142+00:00,jed25-r2-qwen-matched-openrouter-repair4
matched_cardinality,matched-provisional,RCP-AIaaS/Qwen/Qwen3.5-397B-A17B,Qwen 3.5,5000,scale-x5000-k1,2,tier2/task2,5,6,succeeded,1.0,True,1.0,not_affected,rxnhaystack-human-1.6.0,58,0.22365893000000006,469469,25940,495409,542.9423632286489,17.515800077468157,663.9307243078947,408.265625,matched-qwen3.5-397b-tier2-task2-scale-x5000-k1-r05,2026-09-20T00:04:10.551049+00:00,jed25-r2-qwen-matched-openrouter-repair1
matched_cardinality,matched-provisional,RCP-AIaaS/Qwen/Qwen3.5-397B-A17B,Qwen 3.5,50000,scale-x50000-k1,2,tier2/task2,1,6,succeeded,1.0,True,1.0,not_affected,rxnhaystack-human-1.6.0,54,0.22947036000000004,449049,23529,472578,560.2028222046793,93.19997351430357,602.3637678734958,516.24609375,matched-qwen3.5-397b-tier2-task2-scale-x50000-k1-r01,2026-09-20T00:04:08.355912+00:00,jed25-r2-qwen-matched-openrouter-repair2
matched_cardinality,matched-provisional,RCP-AIaaS/Qwen/Qwen3.5-397B-A17B,Qwen 3.5,50000,scale-x50000-k1,2,tier2/task2,2,6,succeeded,1.0,True,1.0,not_affected,rxnhaystack-human-1.6.0,54,0.22876581999999995,456315,26112,482427,621.3244029395282,122.91321972571313,640.3486204948276,518.296875,matched-qwen3.5-397b-tier2-task2-scale-x50000-k1-r02,2026-09-20T00:04:10.517944+00:00,jed25-r2-qwen-matched-openrouter-repair3
matched_cardinality,matched-provisional,RCP-AIaaS/Qwen/Qwen3.5-397B-A17B,Qwen 3.5,50000,scale-x50000-k1,2,tier2/task2,3,6,succeeded,1.0,True,1.0,not_affected,rxnhaystack-human-1.6.0,55,0.22045636,431917,24605,456522,649.8042461536825,106.04878953658044,751.140870494768,522.5390625,matched-qwen3.5-397b-tier2-task2-scale-x50000-k1-r03,2026-09-20T00:10:28.365936+00:00,jed25-r2-qwen-matched-openrouter-repair4
matched_cardinality,matched-provisional,RCP-AIaaS/Qwen/Qwen3.5-397B-A17B,Qwen 3.5,50000,scale-x50000-k1,2,tier2/task2,4,6,succeeded,1.0,True,1.0,not_affected,rxnhaystack-human-1.6.0,55,0.22446794999999997,463510,24300,487810,833.6492038946599,97.87575922720134,986.8451302368194,479.12109375,matched-qwen3.5-397b-tier2-task2-scale-x50000-k1-r04,2026-09-20T00:23:42.592603+00:00,jed25-r2-qwen-matched-openrouter-repair1
matched_cardinality,matched-provisional,RCP-AIaaS/Qwen/Qwen3.5-397B-A17B,Qwen 3.5,50000,scale-x50000-k1,2,tier2/task2,5,6,succeeded,1.0,True,1.0,not_affected,rxnhaystack-human-1.6.0,53,0.22270804,471111,24711,495822,784.1613317281008,119.14830645546317,828.4477411676198,558.33984375,matched-qwen3.5-397b-tier2-task2-scale-x50000-k1-r05,2026-09-20T00:18:05.030167+00:00,jed25-r2-qwen-matched-openrouter-repair2
matched_cardinality,matched-provisional,RCP-AIaaS/Qwen/Qwen3.5-397B-A17B,Qwen 3.5,full,scale-xfull-k1,2,tier2/task2,1,6,succeeded,0.8703703703703703,True,0.8703703703703703,not_affected,rxnhaystack-human-1.6.0,142,0.6015862399999999,1651754,57073,1708827,2624.5608014967293,912.7157857008278,2630.0974140688777,1020.75390625,matched-qwen3.5-397b-tier2-task2-scale-xfull-k1-r01,2026-09-20T00:48:07.358617+00:00,jed25-r2-qwen-matched-openrouter-repair3
