scope,run_id,model,model_label,method,tier,task,context,repetition,question_count,status,report_state,result_updated_at,attempt_count,sources,failure_categories,score_name,score_available,f1,calls,cost_chf,cost_usd,input_tokens,output_tokens,total_tokens,latency_seconds,tool_time_seconds,peak_combined_memory_mib,peak_docker_memory_mib,peak_host_process_tree_rss_mib,process_wall_time_seconds,ground_truth_version,original_f1,score_correction_status,arm_final
codeact_x1000,full-qwen3.5-397b-tier3-task10b-codeact-x1000-r05,qwen3.5,Qwen 3.5,codeact,3,tier3/task10b,1000,5,5,succeeded,external-succeeded-result-pack,2026-09-23T06:32:47.516977+00:00,1,qwen-codeact-x1000-succeeded-pack.tgz,{},macro_f1,True,0.5792429792429793,42,0.0,0.0,4770602,49907,4820509,849.0541332649882,4.2767469880054705,777.19140625,0.0,777.19140625,853.6094218989601,rxnhaystack-human-1.6.0,0.5792429792429793,not_affected,True
codeact_x1000,full-qwen3.5-397b-tier3-task13-codeact-x1000-r01,qwen3.5,Qwen 3.5,codeact,3,tier3/task13,1000,1,1,succeeded,external-succeeded-result-pack,2026-09-23T06:32:47.516977+00:00,1,qwen-codeact-x1000-succeeded-pack.tgz,{},macro_f1,True,1.0,2,0.0,0.0,213678,1160,214838,60.08076187904226,0.22141224896768108,566.76953125,0.0,566.76953125,64.3909185960074,rxnhaystack-human-1.6.0,1.0,not_affected,True
codeact_x1000,full-qwen3.5-397b-tier3-task13-codeact-x1000-r02,qwen3.5,Qwen 3.5,codeact,3,tier3/task13,1000,2,1,succeeded,external-succeeded-result-pack,2026-09-23T06:32:47.516977+00:00,1,qwen-codeact-x1000-succeeded-pack.tgz,{},macro_f1,True,1.0,2,0.0,0.0,213698,1180,214878,22.046405280008912,0.22110745299141854,566.83203125,0.0,566.83203125,26.348644029989373,rxnhaystack-human-1.6.0,1.0,not_affected,True
codeact_x1000,full-qwen3.5-397b-tier3-task13-codeact-x1000-r03,qwen3.5,Qwen 3.5,codeact,3,tier3/task13,1000,3,1,succeeded,external-succeeded-result-pack,2026-09-23T06:32:47.516977+00:00,1,qwen-codeact-x1000-succeeded-pack.tgz,{},macro_f1,True,1.0,2,0.0,0.0,213678,1160,214838,19.737351677031256,0.23629976698430255,567.20703125,0.0,567.20703125,23.577171902987175,rxnhaystack-human-1.6.0,1.0,not_affected,True
codeact_x1000,full-qwen3.5-397b-tier3-task13-codeact-x1000-r04,qwen3.5,Qwen 3.5,codeact,3,tier3/task13,1000,4,1,succeeded,external-succeeded-result-pack,2026-09-23T06:32:47.516977+00:00,1,qwen-codeact-x1000-succeeded-pack.tgz,{},macro_f1,True,1.0,2,0.0,0.0,213672,1154,214826,21.168456743995193,0.22169867804041132,567.1640625,0.0,567.1640625,25.241148401983082,rxnhaystack-human-1.6.0,1.0,not_affected,True
codeact_x1000,full-qwen3.5-397b-tier3-task13-codeact-x1000-r05,qwen3.5,Qwen 3.5,codeact,3,tier3/task13,1000,5,1,succeeded,external-succeeded-result-pack,2026-09-23T06:32:47.516977+00:00,1,qwen-codeact-x1000-succeeded-pack.tgz,{},macro_f1,True,1.0,3,0.0,0.0,322106,1916,324022,31.547972089028917,0.22670806100359187,568.71484375,0.0,568.71484375,35.60070105601335,rxnhaystack-human-1.6.0,1.0,not_affected,True
codeact_x1000,full-qwen3.5-397b-tier3-task14-codeact-x1000-r01,qwen3.5,Qwen 3.5,codeact,3,tier3/task14,1000,1,1,succeeded,external-succeeded-result-pack,2026-09-23T06:32:47.516977+00:00,1,qwen-codeact-x1000-succeeded-pack.tgz,{},macro_f1,True,1.0,3,0.0,0.0,335303,4520,339823,115.07526736799628,0.30815723398700356,574.73828125,0.0,574.73828125,119.9340347389807,rxnhaystack-human-1.6.0,1.0,not_affected,True
codeact_x1000,full-qwen3.5-397b-tier3-task14-codeact-x1000-r02,qwen3.5,Qwen 3.5,codeact,3,tier3/task14,1000,2,1,succeeded,external-succeeded-result-pack,2026-09-23T06:32:47.516977+00:00,1,qwen-codeact-x1000-succeeded-pack.tgz,{},macro_f1,True,1.0,4,0.0,0.0,447978,4534,452512,75.00737106997985,0.30963876796886325,572.30859375,0.0,572.30859375,79.99452132196166,rxnhaystack-human-1.6.0,1.0,not_affected,True
codeact_x1000,full-qwen3.5-397b-tier3-task14-codeact-x1000-r03,qwen3.5,Qwen 3.5,codeact,3,tier3/task14,1000,3,1,succeeded,external-succeeded-result-pack,2026-09-23T06:32:47.516977+00:00,1,qwen-codeact-x1000-succeeded-pack.tgz,{},macro_f1,True,1.0,3,0.0,0.0,334347,3703,338050,60.18344958004309,0.3039115139981732,571.65625,0.0,571.65625,64.78219925699523,rxnhaystack-human-1.6.0,1.0,not_affected,True
codeact_x1000,full-qwen3.5-397b-tier3-task14-codeact-x1000-r04,qwen3.5,Qwen 3.5,codeact,3,tier3/task14,1000,4,1,succeeded,external-succeeded-result-pack,2026-09-23T06:32:47.516977+00:00,1,qwen-codeact-x1000-succeeded-pack.tgz,{},macro_f1,True,1.0,5,0.0,0.0,564709,6294,571003,101.13201352197211,0.31586140795843676,575.36328125,0.0,575.36328125,105.46321411797544,rxnhaystack-human-1.6.0,1.0,not_affected,True
codeact_x1000,full-qwen3.5-397b-tier3-task14-codeact-x1000-r05,qwen3.5,Qwen 3.5,codeact,3,tier3/task14,1000,5,1,succeeded,external-succeeded-result-pack,2026-09-23T06:32:47.516977+00:00,1,qwen-codeact-x1000-succeeded-pack.tgz,{},macro_f1,True,1.0,2,0.0,0.0,220098,2293,222391,36.495273965992965,0.3716481309966184,570.37109375,0.0,570.37109375,41.147234075993765,rxnhaystack-human-1.6.0,1.0,not_affected,True
codeact_x1000,full-qwen3.5-397b-tier3-task15-codeact-x1000-r01,qwen3.5,Qwen 3.5,codeact,3,tier3/task15,1000,1,1,succeeded,external-succeeded-result-pack,2026-09-23T06:32:47.516977+00:00,1,qwen-codeact-x1000-succeeded-pack.tgz,{},macro_f1,True,1.0,6,0.0,0.0,664092,6861,670953,149.08544120402075,2.587924772989936,572.5,0.0,572.5,153.485046494985,rxnhaystack-human-1.6.0,1.0,not_affected,True
codeact_x1000,full-qwen3.5-397b-tier3-task15-codeact-x1000-r02,qwen3.5,Qwen 3.5,codeact,3,tier3/task15,1000,2,1,succeeded,external-succeeded-result-pack,2026-09-23T06:32:47.516977+00:00,1,qwen-codeact-x1000-succeeded-pack.tgz,{},macro_f1,True,1.0,4,0.0,0.0,436280,3656,439936,58.61397102702176,0.29422073398018256,570.04296875,0.0,570.04296875,62.80680460797157,rxnhaystack-human-1.6.0,1.0,not_affected,True
codeact_x1000,full-qwen3.5-397b-tier3-task15-codeact-x1000-r03,qwen3.5,Qwen 3.5,codeact,3,tier3/task15,1000,3,1,succeeded,external-succeeded-result-pack,2026-09-23T06:32:47.516977+00:00,1,qwen-codeact-x1000-succeeded-pack.tgz,{},macro_f1,True,1.0,5,0.0,0.0,556485,6576,563061,103.51618975400925,1.1939062669989653,570.70703125,0.0,570.70703125,107.6970896240091,rxnhaystack-human-1.6.0,1.0,not_affected,True
