model_name,context_size,run_count,runs_with_cost,avg_total_cost_per_run_usd,avg_cost_per_sample_usd
openai/gpt-5-mini,0,25,25,0.12531725999999999,0.025628589733333332
openai/gpt-5-mini,100,25,25,0.24359941,0.04927891536666667
openai/gpt-5-mini,500,24,24,0.20507923958333332,0.043041011458333334
x-ai/grok-4-fast,0,25,25,0.19314421799999998,0.04272843456666666
x-ai/grok-4-fast,100,25,25,0.161438728,0.03336769566666667
x-ai/grok-4-fast,500,25,25,0.361084956,0.0747465879
